"DISTID","year","treated_2011","treated_2012","treated_2013","treated_ever","treated_always","newcourt_11","newcourt_13","newcourt_12","withdraw_12","withdraw_13","wdl_12_est_13","cohort","DF","IED_Explosion","intim_threat","intim_violent","totalcas","aog_no_ied","land_dispute","ied","aog","imf","operation","dispute","crime","protest","drugs","total","n_fob","NATO","USA","pop","ipop","security_index_total","pg_index_total","gov_index_total","security_index_2","recruit_bn","recruit","treated","gov_index2","return_good","dispute_court","gov_influence","NA_data"
101,2008,0,0,0,0,0,0,0,0,0,0,0,10000,15,22,2,1,7,9,0,28,10,17,26,3,33,30,14,410,5,0,5,NA,2854507,-0.181678456660732,-1420.03973732315,-1.07851444467976,0.025566962274719,1,1,0,-1.07498722659239,NA,NA,0.775,0.80712562578691
101,2009,0,0,0,0,0,0,0,0,0,0,0,10000,14,45,4,1,13,27,1,58,32,43,26,1,19,41,32,501,7,1,6,NA,2927356,0.315470053340966,-1420.04016191494,-0.104968858037878,0.222907218543053,1,3,0,-0.110581676660004,0.157212317666126,0.733333333333333,0.721504112808461,0.80712562578691
101,2010,0,0,0,0,0,0,0,0,0,0,0,10000,33,17,2,1,15,76,3,26,80,29,54,5,12,44,7,459,7,7,0,3000204.79223633,3000205,0.686471480406469,-1420.04013579164,0.713272338013097,0.651704664112459,1,1,0,0.707153880432287,0.191860465116279,0.706418383518225,0.754220651747153,0.80712562578691
101,2011,0,0,0,0,0,0,0,0,0,0,0,10000,35,20,7,0,24,101,2,32,111,47,91,25,25,44,23,535,14,14,0,NA,3083120,0.499394434628215,-1420.04000801165,0.0619503845234432,0.430014949356451,1,5,0,0.0581495025587468,0.124423963133641,0.547918683446273,0.724624348359399,0.80712562578691
101,2012,0,0,0,0,0,0,0,0,0,0,0,10000,25,21,4,0,11,52,5,30,61,15,63,35,75,47,39,626,16,16,0,NA,3166035,0.7598907344001,-1420.04012428816,0.63966540370792,0.749673194808003,1,4,0,0.627786067979108,0.131009094846254,0.693609022556391,0.886621315192744,0.80712562578691
101,2013,0,0,0,0,0,0,0,0,0,0,0,10000,30,43,14,0,25,80,4,50,91,25,51,48,49,38,61,653,16,16,0,NA,3248950,0.718694076965495,-1420.04016760774,1.07723580478919,0.716806714860744,1,1,0,1.06600136463677,0.136232376422626,0.757585644371941,0.890665374677003,0.80712562578691
101,2014,0,0,0,0,0,0,0,0,0,0,0,10000,39,105,8,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,0,NA,3331865,0.632716551794063,-1420.04023518773,0.80870505920868,0.626145425699633,1,1,0,0.801352600153189,0.0891954916439953,0.730162832773326,0.897243577723608,0.80712562578691
102,2008,0,0,0,0,0,0,0,0,0,0,0,10000,6,2,2,0,1,1,0,3,1,1,0,0,1,0,0,8,0,NA,NA,NA,65775,0.389549219074532,-1419.03927689859,-1.59841337987923,0.423814806620746,0,0,0,-1.57124262593752,NA,NA,0.4,0.854429985274011
102,2009,0,0,0,0,0,0,0,0,0,0,0,10000,3,5,1,0,1,2,0,8,2,3,1,0,0,0,0,20,1,0,1,NA,67450,0.72736729911588,-1419.03939039276,-0.635951475403118,0.708770245368992,1,4,0,-0.657770210994184,0.179487179487179,0.325,0.897959183673469,0.854429985274011
102,2010,0,0,0,0,0,0,0,0,0,0,0,10000,4,0,0,0,1,9,0,2,10,2,4,0,0,1,0,31,0,NA,NA,69126.101726532,69126,1.09953068147582,-1419.03937207868,-0.453764076827343,1.10983914814186,0,0,0,-0.466186607354579,0.253164556962025,0.341772151898734,0.875,0.854429985274011
102,2011,0,0,0,0,0,0,0,0,0,0,0,10000,4,2,3,0,4,18,3,5,18,12,15,3,0,1,0,54,0,NA,NA,NA,71033,-0.195439348015669,-1419.03955505655,-2.2104513352798,-0.33986029350053,0,0,0,-2.20684904347996,0.298245614035088,0.596899224806202,0.854961832061069,0.854429985274011
102,2012,0,0,0,0,0,0,0,0,0,0,0,10000,4,0,0,0,1,2,0,3,2,0,2,0,0,0,1,25,0,NA,NA,NA,72940,0.662101344510966,-1419.0396380617,1.65159163624193,0.592032306885406,0,0,0,1.62620888891388,0.145631067961165,0.764705882352941,0.990291262135922,0.854429985274011
102,2013,0,0,0,0,0,0,0,0,0,0,0,10000,4,4,0,0,2,3,0,3,3,3,6,0,1,3,1,34,0,NA,NA,NA,74847,0.733278381051354,-1419.0394661697,0.520229291880024,0.797333367916752,1,1,0,0.508785243759096,0.320754716981132,0.688073394495413,0.973214285714286,0.854429985274011
102,2014,0,0,0,0,0,0,0,0,0,0,0,10000,5,5,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,76755,1.26476318506639,-1419.03977465406,1.07489163085152,1.23410110114347,1,1,0,1.05910792709692,0.244444444444444,0.629032258064516,0.989583333333333,0.854429985274011
103,2008,0,0,0,0,0,0,0,0,0,0,0,10000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,NA,NA,NA,45308,NA,-1418.03994244171,-0.15632966217733,0.805362717847792,0,0,0,-0.154047291456232,NA,NA,0.55,0.92093253968254
103,2009,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,NA,NA,NA,46464,0.679471867027461,-1418.03960741843,-0.969046702120397,0.709876097338822,0,0,0,-0.99369120158447,0,0.55,0.983333333333333,0.92093253968254
103,2010,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,5,0,NA,NA,47620.331817627,47620,2.49929778734689,-1418.03969641752,0.563326417977347,2.33297321333192,0,0,0,0.526838662958168,0.5,0.15,1,0.92093253968254
103,2011,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,9,0,NA,NA,NA,48936,-0.372812581352948,-1418.03936759156,-0.946134810900887,-0.152780488445834,0,0,0,-0.94494563126718,0.285714285714286,0.178571428571429,1,0.92093253968254
103,2012,0,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,0,1,1,0,1,1,0,2,0,0,0,0,6,0,NA,NA,NA,50252,1.42850754959247,-1418.03958951864,-0.117941254216614,1.41711947873067,0,0,0,-0.135469121208144,0.204545454545455,0.458333333333333,0.958333333333333,0.92093253968254
103,2013,0,0,0,0,0,0,0,0,0,0,0,10000,3,1,0,0,2,0,0,2,0,0,0,2,0,1,0,6,0,NA,NA,NA,51569,1.03788972011087,-1418.03968838135,0.14964988302858,1.07751394038337,0,0,0,0.135200173623813,0.0869565217391304,0.385416666666667,0.96875,0.92093253968254
103,2014,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,52885,1.01527459971879,-1418.0401089226,0.169460045327242,0.933593083021224,0,0,0,0.146012157958465,0.0277777777777778,0.553571428571429,0.986111111111111,0.92093253968254
105,2008,0,0,0,0,0,0,0,0,0,0,0,10000,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,NA,NA,NA,67162,NA,-1416.03954043688,-1.79448184144742,1.01322792802989,0,0,0,-1.79309947783871,NA,NA,1,0.913801995745135
105,2009,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,13,0,NA,NA,NA,68859,-0.163202154332178,-1416.03954989039,-1.58802720414366,-0.170156057668395,1,1,0,-1.60677107700401,NA,NA,0.983333333333333,0.913801995745135
105,2010,0,0,0,0,0,0,0,0,0,0,0,10000,2,5,0,0,1,3,0,7,3,6,2,0,0,2,0,23,0,NA,NA,70556.5893707275,70557,1.0155800631311,-1416.03948486094,-0.225053776275411,0.745594404936502,0,0,0,-0.254296345939072,0.351851851851852,0.5,0.966666666666667,0.913801995745135
105,2011,0,0,0,0,0,0,0,0,0,0,0,10000,0,5,0,0,1,2,0,8,2,3,5,2,1,2,0,28,0,NA,NA,NA,72487,-0.085359739013478,-1416.03963326055,-2.09983459014085,-0.426055851639835,0,0,0,-2.12555825094634,0.0769230769230769,0.837837837837838,0.631578947368421,0.913801995745135
105,2012,0,0,0,0,0,0,0,0,0,0,0,10000,0,2,0,0,1,2,1,6,2,0,2,1,0,2,0,23,0,NA,NA,NA,74418,1.28705251063223,-1416.03972757717,-0.0105695664806441,1.35006190395413,1,1,0,-0.0252763717728062,0.217105263157895,0.660130718954248,0.837662337662338,0.913801995745135
105,2013,0,0,0,0,0,0,0,0,0,0,0,10000,5,3,0,0,0,1,2,4,2,1,2,5,0,1,0,23,0,NA,NA,NA,76349,0.876060666023287,-1416.03980359268,1.05870212917221,0.896536773191333,1,1,0,1.04578299669297,0.188976377952756,0.468253968253968,0.9921875,0.913801995745135
105,2014,0,0,0,0,0,0,0,0,0,0,0,10000,3,5,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,78280,0.878077337912248,-1416.0399454064,0.231363194680041,0.846642518349768,1,1,0,0.209745990824671,0.0454545454545455,0.53921568627451,0.985185185185185,0.913801995745135
107,2008,0,0,0,0,0,0,0,0,0,0,0,10000,0,1,1,0,0,2,0,2,2,0,2,0,0,0,0,11,0,NA,NA,NA,87811,-1.13896753591419,-1414.03948986943,-2.71414467268962,-0.744667724575259,1,1,0,-2.71166780447543,NA,NA,1,0.944025504938818
107,2009,0,0,0,0,0,0,0,0,0,0,0,10000,3,1,1,0,0,1,0,1,2,1,1,0,0,0,0,6,0,NA,NA,NA,90051,0.760681916547293,-1414.03998906987,2.91273099769431,0.656557681341582,0,0,0,2.91307429907205,NA,NA,0.975,0.944025504938818
107,2010,0,0,0,0,0,0,0,0,0,0,0,10000,1,0,1,0,0,2,0,1,3,5,7,0,0,0,0,18,0,NA,NA,92291.9375839233,92292,1.44274779171228,-1414.03961198611,-1.10368318543911,1.30814375925217,0,0,0,-1.14087498870918,0.0256410256410256,0.794871794871795,1,0.944025504938818
107,2011,0,0,0,0,0,0,0,0,0,0,0,10000,3,1,0,0,1,4,3,3,4,0,10,3,2,1,0,27,0,NA,NA,NA,94842,0.662388535634588,-1414.03965574179,-1.39832082147531,0.637470767789169,1,4,0,-1.39512251803214,0.0689655172413793,0.666666666666667,0.833333333333333,0.944025504938818
107,2012,0,0,0,0,0,0,0,0,0,0,0,10000,2,1,0,0,0,1,1,0,1,0,1,3,1,0,0,11,0,NA,NA,NA,97392,1.65693680698382,-1414.03952839042,-1.98086664093296,1.44124150292953,0,0,0,-2.00513446728405,0.185185185185185,0.470588235294118,0.948529411764706,0.944025504938818
107,2013,0,0,0,0,0,0,0,0,0,0,0,10000,3,3,0,0,1,4,0,3,4,2,6,0,0,1,0,16,0,NA,NA,NA,99942,0.936352219953948,-1414.03953088365,0.0821035103971027,0.968539466968172,0,0,0,0.0707869373514334,0.136904761904762,0.595238095238095,0.859649122807018,0.944025504938818
107,2014,0,0,0,0,0,0,0,0,0,0,0,10000,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,102493,1.10511906760315,-1414.03967746156,0.0247404296761463,1.135747672602,0,0,0,0.0220356480993261,0.0338983050847458,0.725,0.991666666666667,0.944025504938818
111,2008,0,0,0,0,0,0,0,0,0,0,0,10000,4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,7,0,NA,NA,NA,13567,NA,-1410.03921298522,-2.92305704001748,-0.449529440721175,0,0,0,-2.91807503567657,NA,NA,1,0.870645363408521
111,2009,0,0,0,0,0,0,0,0,0,0,0,10000,5,1,0,0,2,4,0,2,4,1,0,1,0,0,0,11,0,NA,NA,NA,13913,NA,-1410.03926864697,1.84752619088948,NA,1,1,0,1.81619023552332,0.473684210526316,0.4,1,0.870645363408521
111,2010,0,0,0,0,0,0,0,0,0,0,0,10000,2,1,0,0,0,2,0,7,2,0,0,0,0,0,0,22,0,NA,NA,14258.2363348007,14258,1.01544055898246,-1410.03957191849,0.145401777948869,0.887446775075682,0,0,0,0.160416913794542,0.214285714285714,0.526315789473684,0.473684210526316,0.870645363408521
111,2011,0,0,0,0,0,0,0,0,0,0,0,10000,1,2,0,0,1,2,0,2,2,5,8,0,0,0,1,24,0,NA,NA,NA,14651,1.30136580318934,-1410.03963421431,-0.0281428951716152,1.25801490097323,1,1,0,-0.0381558693309402,0.120689655172414,0.456140350877193,0.833333333333333,0.870645363408521
111,2012,0,0,0,0,0,0,0,0,0,0,0,10000,3,0,0,0,0,0,0,0,0,1,5,0,0,0,0,11,1,1,0,NA,15045,0.884284294592225,-1410.03935658592,-1.40820725360447,0.895212898134046,0,0,0,-1.4302682104687,0.244444444444444,0.340909090909091,1,0.870645363408521
111,2013,0,0,0,0,0,0,0,0,0,0,0,10000,1,3,0,0,3,4,0,7,4,0,5,0,0,0,1,19,0,NA,NA,NA,15438,0.430524746861235,-1410.03932738232,-1.23905785840975,0.450038616857437,0,0,0,-1.25549094081437,0.5,0.666666666666667,0.8125,0.870645363408521
111,2014,0,0,0,0,0,0,0,0,0,0,0,10000,4,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,15831,0.682183992146652,-1410.03955799553,-0.274533885057996,0.728845408646525,0,0,0,-0.292649000886223,0.157894736842105,0.475,0.975,0.870645363408521
202,2008,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,7,0,NA,NA,NA,60371,1.00481778556336,-1319.03990542603,-0.232536328697194,0.971628564111777,0,0,0,-0.240914361127908,NA,NA,0.733333333333333,0.83558419389425
202,2009,0,0,0,0,0,0,0,0,0,0,0,10000,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,11,0,NA,NA,NA,61346,0.964501083783559,-1319.03986911904,-0.67910384405144,1.07627667450522,0,0,0,-0.686311890721108,0.05,0.6,0.777777777777778,0.83558419389425
202,2010,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,6,0,NA,NA,62320.4653320312,62320,1.35935797606989,-1319.03979531827,0.112452437406045,1.39915139660232,0,0,0,0.106644180403164,0.0256410256410256,0.367088607594937,0.825,0.83558419389425
202,2011,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,1,0,5,1,0,0,2,0,0,0,11,0,NA,NA,NA,63378,0.478682195650795,-1319.03983473978,0.185912634972852,0.350934493114227,0,0,0,0.194132600483808,0.0201005025125628,0.711340206185567,0.833333333333333,0.83558419389425
202,2012,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,3,0,4,3,0,0,1,0,2,0,13,0,NA,NA,NA,64435,1.38097520026648,-1319.03987832158,0.730663605605216,1.33646195887851,0,0,0,0.72067434220917,0.0350877192982456,0.420168067226891,0.883333333333333,0.83558419389425
202,2013,0,0,0,0,0,0,0,0,0,0,0,10000,2,0,0,0,0,4,0,1,5,0,1,2,0,0,0,7,0,NA,NA,NA,65493,0.607455758703755,-1319.03974309098,0.478738959926366,0.683867004260392,0,0,0,0.476443342916826,0.0755813953488372,0.436781609195402,0.846590909090909,0.83558419389425
202,2014,0,0,0,0,0,0,0,0,0,0,0,10000,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,66550,1.25973469231852,-1319.03982437676,0.0908168962513111,1.32056682027393,0,0,0,0.0883882987133396,0.0511363636363636,0.15,0.949720670391061,0.83558419389425
203,2008,0,0,0,0,0,0,0,0,0,0,0,10000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,22516,1.07482462133621,-1318.03986936685,0.460472296269418,1.38734352822942,0,0,0,0.45183163723615,NA,NA,0.975,0.829601576701062
203,2009,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,10,0,NA,NA,NA,22880,0.806160237077121,-1318.0399545521,0.164936292479547,0.920793211289073,0,0,0,0.158385809305301,NA,NA,0.725,0.829601576701062
203,2010,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0,NA,NA,23243.6232452393,23244,0.310450690811768,-1318.03976873894,0.165177442074371,0.407093400282837,0,0,0,0.169132223241131,0.122448979591837,0.4,0.766666666666667,0.829601576701062
203,2011,0,0,0,0,0,0,0,0,0,0,0,10000,1,0,0,0,0,1,0,1,1,1,3,1,0,0,0,10,0,NA,NA,NA,23639,-0.140124821187816,-1318.03978008323,-0.195277500399993,-0.35028506901462,0,0,0,-0.187698231878892,0.0416666666666667,0.621621621621622,0.74025974025974,0.829601576701062
203,2012,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,NA,NA,NA,24034,1.20209926436578,-1318.03976914808,-0.655098909035241,1.28441425780741,0,0,0,-0.656332532545167,0.0256410256410256,0.225,0.8,0.829601576701062
203,2013,0,0,0,0,0,0,0,0,0,0,0,10000,2,1,0,0,0,3,0,1,3,0,2,1,0,0,0,6,0,NA,NA,NA,24429,0.771952587513226,-1318.03988585342,1.85228807873393,0.66049846689475,0,0,0,1.85663395349081,0.0819672131147541,0.278688524590164,0.903225806451613,0.829601576701062
203,2014,0,0,0,0,0,0,0,0,0,0,0,10000,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,24823,0.441326752541473,-1318.03979751935,-0.203445938504117,0.53228464129471,0,0,0,-0.202783885458416,0.0149253731343284,0.35,0.897058823529412,0.829601576701062
207,2008,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,40528,0.852172838981431,-1314.0398744704,-1.4401522553876,1.11493973487309,0,0,0,-1.45672766993236,NA,NA,0.8,0.85637793908062
207,2009,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,5,0,NA,NA,NA,41180,0.69859233205359,-1314.03993829174,0.544140432029091,0.755465475919757,0,0,0,0.539841206507032,0.25,0.45,0.814285714285714,0.85637793908062
207,2010,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,4,0,1,4,0,4,0,0,0,0,6,0,NA,NA,41831.6998901367,41832,0.10554544947041,-1314.03934025596,0.419374689420761,0.242121815622552,0,0,0,0.402555422911727,0.0526315789473684,0.6,0.85,0.85637793908062
207,2011,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,9,0,NA,NA,NA,42539,1.59665212142088,-1314.03973242085,0.633355458623911,1.22083652717363,0,0,0,0.650607512131757,0.0652173913043478,0.613636363636364,0.95049504950495,0.85637793908062
207,2012,0,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,0,1,0,0,3,1,0,0,1,0,1,0,7,0,NA,NA,NA,43246,0.730593716448132,-1314.03977729493,1.72904909776975,0.80794721882502,0,0,0,1.73120267205116,0.0319148936170213,0.525252525252525,0.784313725490196,0.85637793908062
207,2013,0,0,0,0,0,0,0,0,0,0,0,10000,4,1,1,0,2,4,0,1,4,0,1,2,0,0,0,8,0,NA,NA,NA,43953,0.590323826294254,-1314.03968734511,0.449472762863809,0.725893864136568,0,0,0,0.449466985029229,0.0491803278688525,0.395161290322581,0.873015873015873,0.85637793908062
207,2014,0,0,0,0,0,0,0,0,0,0,0,10000,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,44660,0.929231169418996,-1314.03979484898,-0.856818647813576,0.963116557944957,0,0,0,-0.861152008235776,0.049645390070922,0.307692307692308,0.922535211267606,0.85637793908062
301,2008,0,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,0,1,2,0,1,2,1,1,0,2,1,0,20,0,NA,NA,NA,162178,0.692473651023359,-1220.0396484799,-1.19538961987118,0.639720507100961,0,0,0,-1.19491354216035,NA,NA,0.416666666666667,0.781052169931299
301,2009,0,0,0,0,0,0,0,0,0,0,0,10000,3,1,0,0,0,7,0,8,8,2,1,0,4,1,1,42,0,NA,NA,NA,163765,1.34978972976808,-1220.03971745843,0.751772484717097,1.260295886056,0,0,0,0.743928105853571,0.0344827586206897,0.733333333333333,0.575,0.781052169931299
301,2010,0,0,0,0,0,0,0,0,0,0,0,10000,14,3,0,0,0,2,0,13,5,5,4,3,1,0,1,47,0,NA,NA,165352.084060669,165352,1.68973263742846,-1220.03956815666,1.12528535002664,1.69630850669343,1,2,0,1.12134476887966,0.183006535947712,0.528301886792453,0.84375,0.781052169931299
301,2011,0,0,0,0,0,0,0,0,0,0,0,10000,14,4,0,0,5,25,1,4,28,21,9,7,4,2,0,73,0,NA,NA,NA,167020,-0.417387396076529,-1220.03961018382,-2.34617298186172,-0.348611827336073,0,0,0,-2.33083887150971,0.0892193308550186,0.621818181818182,0.75,0.781052169931299
301,2012,0,0,0,0,0,0,0,0,0,0,0,10000,4,0,0,0,0,10,1,7,10,7,4,8,0,0,0,40,0,NA,NA,NA,168688,1.41423294368114,-1220.03978831218,0.701724515752675,1.35815800819173,0,0,0,0.689232880754067,0.0172839506172839,0.467312348668281,0.920863309352518,0.781052169931299
301,2013,0,0,0,0,0,0,0,0,0,0,0,10000,7,4,0,0,0,2,1,9,4,0,1,6,0,0,1,28,0,NA,NA,NA,170356,1.85686970015389,-1220.04003017506,1.15716492374982,1.96644465866965,0,0,0,1.15519189293594,0.0414201183431953,0.270348837209302,0.973988439306358,0.781052169931299
301,2014,0,0,0,0,0,0,0,0,0,0,0,10000,13,7,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,172024,1.87863546480246,-1220.04007840074,0.674660984137671,1.95667282336325,0,0,0,0.668290271248926,0.00647249190938511,0.357723577235772,0.987096774193548,0.781052169931299
302,2008,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,58658,0.906785850406203,-1219.03961488105,-2.50231333090035,1.13153755218697,0,0,0,-2.48618474007898,NA,NA,0.5,0.796159297052154
302,2009,0,0,0,0,0,0,0,0,0,0,0,10000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,NA,NA,NA,59231,0.877412004157058,-1219.03977446871,-0.336844451022926,0.939075964320529,0,0,0,-0.317640502959528,NA,NA,0.475,0.796159297052154
302,2010,0,0,0,0,0,0,0,0,0,0,0,10000,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,10,0,NA,NA,59803.3964996338,59803,1.72766217532133,-1219.03971219338,2.27530141726285,1.70262556988482,0,0,0,2.27104511488488,0.368421052631579,0.586206896551724,0.883333333333333,0.796159297052154
302,2011,0,0,0,0,0,0,0,0,0,0,0,10000,4,0,0,0,0,5,2,1,5,2,0,2,0,1,0,13,0,NA,NA,NA,60405,-0.370256483893319,-1219.039688646,-1.3801474505987,-0.555496988065899,0,0,0,-1.36539569658658,0.195402298850575,0.786516853932584,0.755555555555556,0.796159297052154
302,2012,0,0,0,0,0,0,0,0,0,0,0,10000,2,1,0,0,1,3,0,0,3,0,1,0,0,0,0,3,0,NA,NA,NA,61007,1.94809013078752,-1219.03997867408,2.07525702423105,1.9312083916191,1,1,0,2.07370020850035,0.0350877192982456,0.171875,0.96875,0.796159297052154
302,2013,0,0,0,0,0,0,0,0,0,0,0,10000,2,0,0,0,1,2,0,1,2,0,1,3,0,0,0,7,0,NA,NA,NA,61609,2.24607907499205,-1219.04008357052,1.69582675755698,2.15183660744706,0,0,0,1.6908148057321,0,0.333333333333333,0.990476190476191,0.796159297052154
302,2014,0,0,0,0,0,0,0,0,0,0,0,10000,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,62210,1.84368982114891,-1219.04018931109,0.39531980846551,1.81934037268374,0,0,0,0.384834256358712,0,0.423913043478261,1,0.796159297052154
303,2008,0,0,0,0,0,0,0,0,0,0,0,10000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,NA,NA,NA,25145,2.91679484705754,-1218.04078326904,2.64670560927768,1.80273183467338,0,0,0,2.66624644140102,NA,NA,0.45,0.788702147525677
303,2009,0,0,0,0,0,0,0,0,0,0,0,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,NA,NA,NA,25389,1.74688381130371,-1218.03950940827,-1.50408580353866,1.85562385165926,0,0,0,-1.50590769149419,NA,NA,0.55,0.788702147525677
303,2010,0,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,NA,NA,25633.6635856628,25634,2.17999956776971,-1218.03970896634,0.787493792455003,2.18384937143156,0,0,0,0.775492468469504,0.128205128205128,0.692307692307692,0.9,0.788702147525677
303,2011,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,1,0,0,1,2,1,0,0,0,2,7,0,NA,NA,NA,25890,-0.116474302914138,-1218.03971205798,-1.95283410261467,-0.298462608883604,0,0,0,-1.9214980770266,0.0746268656716418,0.567164179104478,0.676470588235294,0.788702147525677
303,2012,0,0,0,0,0,0,0,0,0,0,0,10000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,NA,NA,NA,26147,2.22854631731414,-1218.03975706577,0.816322572187257,2.28982564300681,0,0,0,0.816984601453867,0.0851063829787234,0.234042553191489,0.958333333333333,0.788702147525677
303,2013,0,0,0,0,0,0,0,0,0,0,0,10000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,NA,NA,NA,26403,1.63358692638079,-1218.03998871674,0.0568106167198334,1.830190467,0,0,0,0.0628504537227526,0.0833333333333333,0.295774647887324,0.986111111111111,0.788702147525677
303,2014,0,0,0,0,0,0,0,0,0,0,0,10000,6,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,26660,1.37226461491461,-1218.04011895652,1.17640364004025,1.45065294306815,0,0,0,1.17517049160445,0,0.375,1,0.788702147525677
305,2008,1,1,1,1,1,1,0,0,0,0,0,2011,1,1,0,0,0,4,0,5,4,0,0,0,0,0,0,12,0,NA,NA,NA,89154,-0.833748672373547,-1216.03951853552,-2.98031150275325,-0.0643696553776191,0,0,0,-2.97219851505256,NA,NA,0.816666666666667,0.856055122335548
305,2009,1,1,1,1,1,1,0,0,0,0,0,2011,1,1,0,0,1,0,0,5,0,0,0,0,0,1,0,11,0,NA,NA,NA,90026,0.0742291702205366,-1216.039653152,-0.521706706281104,0.198444730551804,0,0,0,-0.52326294600454,0,0.555555555555556,0.628865979381443,0.856055122335548
305,2010,1,1,1,1,1,1,0,0,0,0,0,2011,3,1,0,0,0,7,0,3,7,1,1,0,0,0,0,15,0,NA,NA,90897.5679321289,90898,0.815306494501553,-1216.03965553606,0.936123163558002,0.831515469394576,0,0,0,0.930903970904035,0.208955223880597,0.571428571428571,0.8375,0.856055122335548
305,2011,1,1,1,1,1,1,0,0,0,0,0,2011,13,1,0,0,1,41,0,5,41,7,15,1,1,0,0,61,0,NA,NA,NA,91814,-0.919075424560036,-1216.03947389428,-2.20840227658386,-0.819934221727006,0,0,1,-2.1964425171003,0.1256038647343,0.58128078817734,0.792452830188679,0.856055122335548
305,2012,1,1,1,1,1,1,0,0,0,0,0,2011,14,1,0,0,3,46,0,8,49,4,3,2,0,2,1,62,0,NA,NA,NA,92730,0.708893898038676,-1216.03970726313,1.36139746342776,0.684729798810664,0,0,1,1.3615227384882,0.00495049504950495,0.305676855895196,0.986899563318777,0.856055122335548
